ComID,Committee,ComShort,cat1,cat2,totspend,totspendout,IE,givingtot,topac,todem,torep,toballot,receivedtot,frompac,fromdem,fromrep,fromother
99999,2010/2012 Funds,2010/12 Funds,pac,ie,3942468.87,0.0,0.0,3942468.9,3942468.9,,,,3942388.9,2647770.0,,,1294618.9
40835,21st Century Democrats,21st Century Democrats,pac,prodfl,0,0.0,,,,,,,1000.0,1000.0,,,
40936,21st Senate District Republican Party,,pac,prorpm,5146.48,5146.5,,5146.5,,,5146.5,,5400.0,5150.0,,,250.0
40986,5th Judicial District Republican Committee,,pac,prorpm,252,252.0,,252.0,,,252.0,,,,,,
40403,8th Congressional District COPE AFL-CIO,,pac,labor,0,0.0,,,,,,,3150.0,3150.0,,,
41033,9th Judicial District Committee,,pac,,938.48,938.5,15.8,922.6,,,,,,,,,
41088,A Stronger Minnesota,A Stronger Minnesota,pac,ie,18827.55,18827.6,18827.6,,,,,,24950.0,,,7000.0,17950.0
70047,ACEC/MN Political Action Committee,,pac,,74918.11,74918.1,,74918.1,,36268.1,38650.0,,85354.2,,,,85354.2
30644,Action4Liberty,,pac,ie,0,0.0,,,,,,,24984.0,,,,24984.0
30088,AFL-CIO Southeast Central Labor Council,AFL-CIO SE Labor Council,pac,labor,10460.96,5901.2,4401.2,6059.8,4559.8,1500.0,,,6100.0,4300.0,,,1800.0
30204,AFSCME,AFSCME,pac,labor,2317688,739420.0,5340.0,2312348.0,1578268.0,734080.0,,,,,,,
30596,AFSCME Local 1842 City of St Paul Technicians,,pac,labor,2250,2250.0,,2250.0,,2250.0,,,5500.0,,,,5500.0
40752,AFSCME Local 2508 Political,,pac,labor,500,500.0,,500.0,,500.0,,,1000.0,,,,1000.0
30586,AFSCME Local 2822 Political Action,,pac,labor,2000,2000.0,,2000.0,,2000.0,,,2300.0,,,,2300.0
30343,AFSCME Local 2938,,pac,labor,400,400.0,,400.0,,400.0,,,700.0,,,,700.0
30572,AFSCME Local 306,,pac,labor,0,0.0,,,,,,,5000.0,,,,5000.0
40753,AFSCME Local 34 PEOPLE,,pac,labor,6800,6800.0,,6800.0,,6800.0,,,5420.0,,,,5420.0
30243,AFSCME Local 8 People Fund,,pac,labor,1900,1900.0,,1900.0,,1900.0,,,5750.0,,,,5750.0
30593,AFSCME Minn PEOPLE Committee Council 5 PAC,AFSCME Council 5,pac,labor,1514590.52,1011901.2,319730.7,1194859.8,502689.3,683720.5,3300.0,5150.0,2041199.9,1223268.0,6398.5,,811533.5
70024,Aging Services of Minn (fka MHHA PAC),Aging Services MN,pac,,46500,46500.0,,46500.0,,22900.0,23600.0,,42548.0,,,,42548.0
40086,Aitkin County DFL Club,Aitkin DFL Club,pac,prodfl,6360,6360.0,,6360.0,,6360.0,,,2450.0,1000.0,1000.0,,450.0
30306,Alarm PAC,,pac,,500,500.0,,500.0,,,500.0,,110.0,,,,110.0
40944,Alliance for a Better Minnesota,,pac,prodfl,0,0.0,,,,,,,15015.2,10000.0,,,5015.2
80024,Alliance for a Better Minnesota Action Fund,Alliance Better MN,pac,ie,7166803.82,7162563.8,7162563.8,4240.0,4240.0,,,,9882936.5,9589385.2,,,293551.2
30074,Amalgamated Transit Union Local 1005,,pac,labor,41933.12,39105.0,,41933.1,2828.1,38805.0,,,35350.0,,250.0,,35100.0
40954,America Votes - Minnesota,America Votes-MN,pac,prodfl,26000,0.0,,26000.0,26000.0,,,,56639.7,41639.7,,,15000.0
41093,America Votes Action Fund - Minnesota,America Votes,pac,ie,15875.62,15875.6,15875.6,,,,,,63693.0,33347.0,,,30346.0
30657,Americans for Tax Reform Political Fund,,pac,ie,30915,30915.0,30915.0,,,,,,30915.0,,,,30915.0
40281,ARC PAC of Minn,,pac,,750,750.0,,750.0,,750.0,,,1305.0,,,,1305.0
30559,ARM - Political Action Comm,,pac,,1250,250.0,,1250.0,1000.0,250.0,,,,,,,
40910,Austin Chamber Business Leadership Committee,,pac,,0,0.0,,,,,,,600.0,,,,600.0
40683,Automotive Service Political Action Committee,,pac,,1300,1300.0,,1300.0,,1000.0,300.0,,800.0,,,,800.0
30137,BAM-PAC,,pac,,36880,36880.0,,36880.0,,17980.0,18900.0,,34834.5,,,,34834.5
30567,BCA Agents Political Fund,,pac,,2500,0.0,,2500.0,2500.0,,,,,,,,
30274,Beer PAC-Minn Beer Wholesalers Assoc,Beer PAC,pac,,166080,165580.0,,166080.0,500.0,85450.0,80130.0,,177941.2,,,,177941.2
30170,Bemidji Central Labor Body AFL-CIO Pol Fund,,pac,labor,1800,1800.0,,1800.0,,1800.0,,,,,,,
30584,Best & Flanagan Political Fund,Best & Flanagan,pac,,51537.5,49587.5,,51537.5,1950.0,33037.5,15350.0,500.0,71715.8,,,,71715.8
30313,Best & Flanagan Political Fund,,pac,,2250,2250.0,,2250.0,,2250.0,,,,,,,
40555,Bike PAC,,pac,,1500,1500.0,,1500.0,,500.0,1000.0,,,,,,
30594,Boilermakers 647 Political Action Fund,Boilermakers 647,pac,labor,212587.5,201587.5,,212587.5,11000.0,200837.5,,750.0,53535.0,,,,53535.0
30563,Bois Forte Political Education Fund,Bois Forte,pac,indian,65100,63100.0,,65100.0,2000.0,56100.0,7000.0,,56800.0,,,,56800.0
30205,Bowling Political Action Committee,,pac,,3700,3700.0,,3700.0,,200.0,3500.0,,,,,,
30179,"Branch 28, NALC Political Action Fund",,pac,labor,7168.34,7018.3,,7168.3,150.0,7018.3,,,,,,,
40542,Brotherhood of Locomotive Engineers & Trainmen,,pac,labor,19850,19850.0,,19850.0,,19650.0,,,8005.0,,,,8005.0
30617,Building Trades C1 PAC Fund,Building Trades C1,pac,labor,29050,28600.0,,29050.0,450.0,26800.0,1800.0,,28350.0,2300.0,,,26050.0
40522,Building Trades C1-PAC Fund,,pac,labor,1900,1900.0,,1900.0,,1900.0,,,,,,,
70028,Burnsville Chamber PAC,,pac,biz,1672.5,1672.5,760.0,912.5,,,912.5,,7520.0,,,,7520.0
40833,Business PAC of Central MN,,pac,,300,0.0,,300.0,300.0,,,,,,,,
41056,Canary Party of Minnesota,Canary Party,pac,,0,0.0,,,,,,,105845.0,,,,105845.0
41052,Canterbury Park,,pac,ie,0,0.0,,,,,,,1527.4,,,,1527.4
40038,"CAR, Committee of Automotive Retailers",CAR,pac,biz,266105.29,235750.0,,266105.3,30355.3,126400.0,108350.0,,272906.0,,,,272906.0
30138,CARE / PAC,CARE/PAC,pac,biz,107525,107525.0,,107525.0,,53575.0,53950.0,,54570.7,,,,54570.7
30583,Carpenters Local #606 PAC,,pac,labor,13100,13100.0,,13100.0,,13100.0,,,,,,,
40782,Carpenters Local 1644 PAC,Carpenters Local 1644,pac,labor,21095.56,17950.0,,21095.6,3145.6,17700.0,,,13336.0,250.0,,,13086.0
30642,Carpenters Local 322,,pac,labor,11880,11880.0,,11880.0,,11880.0,,,19046.5,,130.0,250.0,18666.5
30614,Carpenters Local 464 Political Fund,,pac,labor,3095,3095.0,,3095.0,,3095.0,,,3664.0,,,,3664.0
30600,Carpenters Local 930 PAC,Carpenters Local 930,pac,labor,1900,1900.0,,1900.0,,1700.0,,,599.0,200.0,150.0,,249.0
30592,Carpenters Local Union 361 Pol Fund,Carpenters Local 361,pac,labor,11490,11490.0,,11490.0,,10990.0,,,8500.0,500.0,,,8000.0
30548,Carpenters Union Local #87 PAF,,pac,labor,6239.27,5400.0,,6239.3,839.3,5400.0,,,,,,,
40247,Central Minn AFL-CIO Trades & Labor Assembly,,pac,labor,9000,9000.0,,9000.0,,9000.0,,,13101.0,,,,13101.0
30581,CHG PAC,CHG PAC,pac,,21100,21100.0,,21100.0,,7600.0,13500.0,,20900.0,,,,20900.0
41079,Choice in Minnesota Health Care,,pac,ie,5000,0.0,,5000.0,5000.0,,,,35400.0,,,,35400.0
40822,Choice Voter,,pac,,107.5,0.0,,107.5,107.5,,,,,,,,
40787,Citizens for Effective Government,,pac,,5000,5000.0,,5000.0,,5000.0,,,5107.5,5107.5,,,
40976,Citizens for Honest Government,,pac,,500,500.0,,500.0,,,500.0,,,,,,
30646,Citizens for Smith,,pac,ie,0,0.0,,,,,,,9191.6,5500.0,,,3691.6
40895,Citizens for the Sensible Center,,pac,,0,0.0,,,,,,,750.0,,,,750.0
41094,Clean Energy PAC of Iberdrola Renewables LLC,,pac,,2500,2500.0,,2500.0,,1500.0,1000.0,,31010.0,,,,31010.0
30627,Clean Water Action Independent Fund,,pac,ie,4075.25,4075.3,4075.3,,,,,,3506.6,,,,3506.6
80018,Clean Water Action Voter Education Project,,pac,biz,29313.71,23313.7,23313.7,6000.0,6000.0,,,,20220.0,,,,20220.0
30647,CMVC Fund (Conservation MN Voter Center),,pac,ie,27177.69,27177.7,27177.7,,,,,,40500.0,500.0,,,40000.0
40898,Coalition for Democratic Values,,pac,,5500,5500.0,,5500.0,,5500.0,,,9128.5,,8878.5,,250.0
70007,Coalition of MN Businesses PAC,Coalition MN Businesses,pac,biz,888732.36,866890.8,866890.8,21841.5,21841.5,,,,905061.0,903500.0,,,1561.0
80013,COLL PAC,,pac,,7550,7550.0,,7550.0,,2850.0,4700.0,,11180.0,,,,11180.0
40045,Committee of Thirteen Legislative Fund,,pac,labor,105430,105305.0,,105430.0,125.0,103205.0,2100.0,,,,,,
41045,Committee to Stop Wasteful Spending,,pac,ie,31883.79,28820.9,28820.9,3062.9,3062.9,,,,32500.0,10000.0,,,22500.0
40274,Communication Workers of America Local 7200,,pac,labor,6750,6750.0,,6750.0,,6250.0,500.0,,4000.0,,,,4000.0
80008,Conservation Minnesota Voter Fund,Conservation MN,pac,,179496.9,179496.9,138850.8,40646.1,,30310.0,3950.0,6386.1,444217.0,,,,444217.0
40855,Constitution Party of Minn,,pac,,0,0.0,,,,,,,19579.8,,,,19150.4
40269,Co-op PAC (fka MAC-PAC),Co-po PAC,pac,,4950,4950.0,,4950.0,,2300.0,2650.0,,17393.0,,,,17393.0
30312,Council 65 Political Action Committee,,pac,labor,19430,19430.0,,19430.0,,19430.0,,,11742.6,,,,11742.6
41083,Count Them All Properly,,pac,,27000,27000.0,,27000.0,,,27000.0,,31010.0,,,,31010.0
30224,CUVOL,CUVOL,pac,,79670,78920.0,,79670.0,750.0,41420.0,37500.0,,26792.2,,,,26792.2
80021,CWA COPE PCC,CWA COPE,pac,labor,85100,39000.0,,85100.0,46100.0,39000.0,,,148980.5,,,,148980.5
30576,CWA Local 7250 Political Fund,,pac,labor,492.58,0.0,,492.6,492.6,,,,,,,,
30575,CWA Minnesota State Council,CWA,pac,labor,9600,9300.0,,9600.0,300.0,9300.0,,,11492.6,492.6,,,11000.0
30580,D B I - E - PAG,,pac,,875.3,0.0,,875.3,875.3,,,,,,,,
40491,D&T Better Government Committee,D&T Better Gov,pac,,17177.84,0.0,,17177.8,17177.8,,,,11175.0,,,,11175.0
70031,Dakota Cnty Regional Chamber Leadership Fund,,pac,,1948.06,0.0,,1948.1,1948.1,,,,1950.0,,,,1950.0
70039,Democrats for Life of Minnesota,,pac,prodfl,354.76,354.8,,354.8,,354.8,,,,,,,
30168,DFL Feminist Caucus - Candidates Fund,DFL Feminist Caucus,pac,prodfl,1632,1632.0,,1632.0,,1632.0,,,12102.9,425.0,,,11677.9
40993,DFL Senior Caucus,,pac,prodfl,0,0.0,,,,,,,105.0,,,,105.0
30640,Dominium Political Fund,,pac,,12550,2550.0,,12550.0,10000.0,2550.0,,,24320.0,,,,24320.0
30116,Dorsey Political Fund,Dorsey,pac,lawyers,218203.65,204385.7,,218203.7,13818.0,104825.0,85952.8,,233821.0,,,,233821.0
41096,Draft Hann for Governor,,pac,ie,0,0.0,,,,,,,600.0,,,,600.0
41018,Draft R T Rybak For Governor,,pac,,0,0.0,,,,,,,1585.9,,,,1585.9
40815,DRIVE- Democrat Republican Ind. Voter Edu.,DRIVE,pac,labor,1122688.6,162000.0,,1122688.6,960688.6,162000.0,,,261914.6,,,,261914.6
41059,Driving MN,Driving MN,pac,ie,0,0.0,,,,,,,30000.0,,,,30000.0
30217,Dul Bldg Trades Vol Party Fund,,pac,labor,5850,5850.0,,5850.0,,5850.0,,,9000.0,,,,9000.0
40915,Duluth Active & Retired Teachers Group,,pac,labor,10000,10000.0,,10000.0,,10000.0,,,240.0,,,,240.0
30273,Duluth Central Labor Body COPE Fund,,pac,labor,4100.11,2786.0,,4100.1,1314.1,2786.0,,,29748.6,19450.0,,,10298.6
30086,Duluth Federation of Teachers Political Fund,,pac,labor,8991.78,5105.0,,8991.8,3886.8,105.0,,5000.0,,,,,
30096,Duluth FirePAC,Duluth Fire,pac,labor,33677.5,33677.5,3397.5,30280.0,,30280.0,,,111447.0,900.0,,,110547.0
40171,Duluth Women's Republican Club,,pac,,399.66,399.7,,399.7,,,399.7,,,,,,
30626,East Central MN Area Labor Council COPE,,pac,labor,12788.6,12288.6,2388.6,10400.0,500.0,9400.0,,500.0,13342.3,,,,13342.3
41003,East Central Taxpayers,,pac,,4500,4500.0,4300.0,200.0,,,200.0,,3200.0,,,,3200.0
30609,East Metro ASC LLC PAC (fka Minn Ambulatory Surgery Center Assoc),,pac,,13000,13000.0,,13000.0,,4000.0,9000.0,,13993.7,,,,13993.7
41029,Ecology Democracy Party,,pac,,0,0.0,,,,,,,992.4,,,,992.4
70019,Ed Action,,pac,,250,250.0,,250.0,,,250.0,,,,,,
41074,Edina Democrats,,pac,prodfl,2557.76,2557.8,,2557.8,,2557.8,,,3557.8,,2557.8,,1000.0
41005,Edinans for Erhardt,Edinans for Erhardt,pac,,49961.94,39681.6,39681.6,10280.4,10280.4,,,,49500.0,44500.0,,,5000.0
30136,Education Minn - Osseo PAC,,pac,labor,2100,2100.0,,2100.0,,2100.0,,,,,,,
30558,Education Minn PAC,Education Minnesota,pac,labor,3934330.44,3004475.4,1065266.2,2869064.2,929855.0,1782699.0,42325.0,114185.2,4769608.8,15130.0,,,4754478.9
40523,Electricians Local 242 IBEW PAC,,pac,labor,1050,1050.0,,1050.0,,1050.0,,,,,,,
30103,Elementary Principals Action Committee,,pac,,28125,28125.0,,28125.0,,23875.0,4250.0,,,,,,
40847,Emilys List - Minn,Emilys List MN,pac,,175788.42,167288.4,,175788.4,8500.0,167288.4,,,95025.1,,,,95025.1
30613,Ewald Political Fund,,pac,,4200,4200.0,,4200.0,,2700.0,1500.0,,6150.0,500.0,,,5650.0
40985,Excelsior Energy Inc PAC,,pac,,5550,5550.0,,5550.0,,3750.0,1800.0,,6700.0,,,,6700.0
41037,Expose The Truth.com,,pac,,0,0.0,,,,,,,5499.0,,,499.0,5000.0
30163,Faegre Baker Daniels State-Reg Pol Fund (fka Faegre & Benson LLP),Faegre Baker Daniels,pac,lawyers,601637.5,573687.5,,601637.5,27950.0,311187.5,241500.0,,635907.9,,,,635907.9
41028,Faithful Citizens Political Fund,,pac,,175,0.0,,175.0,175.0,,,,,,,,
40991,FEAPAC - MINN,FEAPAC,pac,,63302.5,60302.5,,63302.5,3000.0,25550.0,33052.5,,76967.5,,,,76967.5
30619,Federal Express Minn State Fund,,pac,,16900,16400.0,,16900.0,500.0,300.0,16100.0,,2833.3,,,,2833.3
30016,Firefighters Assoc of Mpls Political Fund,Firefighters Mpls,pac,labor,17550,10550.0,,17550.0,7000.0,9550.0,1000.0,,73594.3,,,,73594.3
30315,Fond du Lac Committee of Political Ed,Fond du Lac,pac,indian,106600,106600.0,,106600.0,,62650.0,43950.0,,99550.0,,,,99550.0
40019,Food PAC of Minn,Food PAC,pac,,64275,64025.0,,64275.0,250.0,19250.0,44775.0,,77500.0,,,,77500.0
40742,Freedom Club State PAC,Freedom Club,pac,prorpm,2670407.37,2670407.4,1996367.4,674040.0,,,674040.0,,3196063.0,,,171463.0,3024600.0
40943,Friends for Responsible Government,,pac,,162.25,162.3,,162.3,,162.3,,,,,,,
40295,Friends of DFL Women,Friends of DFL Women,pac,prodfl,80550,80050.0,,80550.0,500.0,80050.0,,,82020.0,47475.0,1020.0,,33525.0
40935,Friends of Minn Nurse Anesthetists,,pac,,20450,20450.0,,20450.0,,11600.0,6850.0,,28418.0,,,,28418.0
30639,Friends of MN School Bus Operators Assn,,pac,,5400,5400.0,,5400.0,,2000.0,3400.0,,22997.0,,,,22997.0
40809,Friends of the Minn Zoo,,pac,,5250,5250.0,,5250.0,,2450.0,2800.0,,5950.0,,,,5950.0
40792,Fryberger Buchanan Smith & Frederick PAC,,pac,,1550,1550.0,,1550.0,,1250.0,300.0,,3600.0,,,,3600.0
40962,Gay and Lesbian Victory Fund,,pac,,500,500.0,,500.0,,500.0,,,2400.0,,,,2400.0
30587,Goff Public PAC,Goff Public,pac,,50550,47550.0,,50550.0,3000.0,21550.0,26000.0,,55031.7,,,500.0,54531.7
40066,GOP FC PAC,,pac,prorpm,2500,0.0,,2500.0,2500.0,,,,,,,,
40970,Grand Portage PAC,Grand Portage,pac,,42650,42650.0,,42650.0,,41400.0,1250.0,,59055.0,,,,59055.0
40903,Grand Rapids Area Chamber of Commerce PAC,,pac,,0,0.0,,,,,,,350.0,,,,350.0
40725,Gray Plant Mooty Mooty & Bennett Independent PAC,Gray Plant,pac,lawyers,11400,11300.0,,11400.0,100.0,6800.0,2250.0,,22817.8,,,,22817.8
40825,GREAT (Great River Energy Action Team-State),,pac,biz,60000,59500.0,,60000.0,500.0,37750.0,21750.0,,85645.5,,,,85645.5
30634,Greater Minnesota Votes,Greater MN Votes,pac,ie,45921.19,45921.2,45921.2,,,,,,48100.0,46000.0,,,2100.0
40417,Hammel Green & Abrahamson Inc PAC,,pac,,2125,1575.0,,2125.0,550.0,1325.0,250.0,,10030.0,,,,10030.0
30337,Health Partners Civic Affairs Council,,pac,,14025,13775.0,,14025.0,250.0,5650.0,8125.0,,13008.3,,,,13008.3
41020,Hennepin County Deputies PAC (fka Hennepin Cnty Law Enfcmt PAC),,pac,labor,5250,250.0,,5250.0,5000.0,250.0,,,17506.0,,,,17506.0
40840,Hennepin Cty Probation & Parole Officers Union,,pac,,400,400.0,,400.0,,400.0,,,700.0,,,,700.0
30218,Hospitality Political Action Committee,Hospitality PAC,pac,,82662,59162.0,,82662.0,23500.0,15012.0,44150.0,,206690.0,,,,206690.0
30635,Housing First,Housing First,pac,ie,72756.41,55256.4,55256.4,17500.0,17500.0,,,,86906.6,,,,86906.6
30631,HRC Equality Votes Minnesota,HRC Equality,pac,ie,130430.11,430.1,430.1,130000.0,130000.0,,,,131032.7,,,,131032.7
70041,HRC Minnesota PAC,HRC Minnesota,pac,issue,41034.42,40011.9,,41034.4,1022.6,40011.9,,,35110.0,5250.0,,,29860.0
41042,Hunting and Angling Club,Hungting & Angling Club,pac,,0,0.0,,,,,,,4850.0,2000.0,,,2850.0
30209,IAFF-Local #1935 PAC,,pac,labor,2300,2300.0,,2300.0,,2300.0,,,3142.5,,,,3142.5
30655,IATSE Local #13 PAC Fund,,pac,labor,350,350.0,,350.0,,350.0,,,3361.0,,,,3361.0
30331,IBEW - COPE,IBEW COPE,pac,labor,93500,93500.0,,93500.0,,88500.0,,5000.0,444584.9,158193.0,,,286391.9
30316,IBEW 110 PAC,IBEW 110 PAC,pac,labor,197183.72,113625.7,,197183.7,83558.0,111475.7,800.0,1350.0,,,,,
40094,IBEW Local #31 Volunteer COPE Fund,IBEW Local #31,pac,labor,60595,13980.0,,60595.0,46615.0,13980.0,,,28909.1,,,,28909.1
30119,IBEW Local 292 Political Education Fund,IBEW Local 292,pac,labor,477259.87,414159.9,1785.6,475474.3,63100.0,401874.3,500.0,10000.0,466208.4,,,,466208.4
30236,IBEW Local 343 Political Education Fund (fka Electr Loc 343 IBEW Ed Fd),IBEW Local 343,pac,labor,51710.88,7850.0,,51710.9,43860.9,7850.0,,,36850.0,,,,36850.0
40404,IBEW Minn State Council PAC,IBEW,pac,labor,543906.39,280501.0,4176.0,539730.4,263405.4,276325.0,,,542125.0,,,,542125.0
40056,IFAPAC Minn,IFAPAC,pac,,31750,31750.0,,31750.0,,9500.0,22250.0,,88489.9,,,,88489.9
30308,IFO Political Action Committee Fund (Inter Faculty Organization),Inter Faculty Org,pac,,153160.72,150460.7,1270.7,151890.0,2700.0,135740.0,13450.0,,163513.7,,,,163513.7
30629,Impact Minnesota Political Fund,Impact MN,pac,ie,192535.97,192536.0,192536.0,,,,,,190951.8,29500.0,,,161451.8
40248,Independent Community Bankers of Minn PAC,Ind Cmty Bankers,pac,biz,78855,78855.0,,78855.0,,22855.0,56000.0,,185640.4,,,,185640.4
41015,Independent Republican Party of Minn,,pac,,0,0.0,,,,,,,200.0,,,,200.0
70014,Insurance Federation Political Action Comm,Insurance Fed,pac,biz,24175,11775.0,,24175.0,12400.0,3850.0,7925.0,,26200.3,2500.0,,,23700.3
30058,International Union of Operating Engineers,Intl Union Op Engineers,pac,labor,615642.78,499125.3,6049.4,609593.3,116517.5,486725.9,5850.0,500.0,148780.5,7816.2,250.0,,140714.3
30350,Iron Range Bldg Trades-PAF,,pac,labor,1950,1950.0,,1950.0,,1950.0,,,500.0,,,,500.0
30194,Iron Range Labor Assembly Legislative Fund,,pac,labor,6971.45,700.0,,6971.5,6271.5,700.0,,,,,,,
30092,Iron Workers Local 512,Iron Workers Local 512,pac,labor,108014,98600.0,,108014.0,9414.0,98600.0,,,45000.0,,,,45000.0
80030,IUPAT District Council 82 PAC,,pac,labor,850,850.0,,850.0,,700.0,,150.0,,,,,
30611,IUPAT Political Action Together Pol Committee,IUPAT,pac,labor,146201,118950.0,,146201.0,27251.0,118950.0,,,1092679.8,,,,1092679.8
41046,Jacobson Buffalo PAC,,pac,,4050,4050.0,,4050.0,,1450.0,2600.0,,7710.0,,,,7710.0
30013,Joint Council 32 DRIVE,Joint Council 32 DRIVE,pac,labor,216610,156910.0,,216610.0,59700.0,155610.0,1100.0,,1458592.7,447031.5,,,1011561.2
41030,Justice in Minnesota,,pac,,0,0.0,,,,,,,660.3,,,,660.3
40896,Kandiyohi Co Business Leadership Fund,,pac,biz,2871.33,1000.0,,2871.3,1871.3,,1000.0,,,,,,
40712,Laborers District Council of Minn & ND Pol Fund,Laborers District Council,pac,labor,1825250,1382850.0,,1825250.0,442400.0,1330900.0,1250.0,50000.0,1916596.3,1978.1,,,1914618.2
30624,Larkin Hoffman Political Fund,Larkin Hoffman,pac,,19250,19250.0,,19250.0,,10250.0,9000.0,,23975.9,,,,23975.9
30228,Lawyers Public Affairs Commission (LawPAC),,pac,,4000,4000.0,,4000.0,,2000.0,2000.0,,3820.0,,,,3820.0
40996,Leaders Aligned for Health Care,,pac,,13750,12675.0,,13750.0,1075.0,8700.0,2975.0,,14400.0,,,,14400.0
41008,League of Young Voters PAC,,pac,,0,0.0,,,,,,,500.0,,,,500.0
